GeographyCode,KS608NI0001,KS608NI0002,KS608NI0003,KS608NI0004,KS608NI0005,KS608NI0006,KS608NI0007,KS608NI0008,KS608NI0009,KS608NI0010,KS608NI0011,KS608NI0012,KS608NI0013,KS608NI0014,KS608NI0015,KS608NI0016,KS608NI0017,KS608NI0018,KS608NI0019
N06000001,42630,3477,8466,4621,7174,3769,3725,4006,2325,5067,8.16,19.86,10.84,16.83,8.84,8.74,9.40,5.45,11.89
N06000002,40396,2641,5866,3505,6424,3895,4196,5145,2872,5852,6.54,14.52,8.68,15.90,9.64,10.39,12.74,7.11,14.49
N06000003,55372,4342,16456,6159,7309,3392,3726,6590,1777,5621,7.84,29.72,11.12,13.20,6.13,6.73,11.90,3.21,10.15
N06000004,33464,1815,4083,2669,5773,3300,3894,4586,2385,4959,5.42,12.20,7.98,17.25,9.86,11.64,13.70,7.13,14.82
N06000005,41541,3506,6519,3936,6656,5416,3834,4061,3275,4338,8.44,15.69,9.47,16.02,13.04,9.23,9.78,7.88,10.44
N06000006,41416,3281,6690,3136,5689,6545,3801,4173,3313,4788,7.92,16.15,7.57,13.74,15.80,9.18,10.08,8.00,11.56
N06000007,46305,3467,6830,3012,4755,8995,4463,4184,5488,5111,7.49,14.75,6.50,10.27,19.43,9.64,9.04,11.85,11.04
N06000008,37685,2771,6734,3314,4600,3924,3618,5484,3043,4197,7.35,17.87,8.79,12.21,10.41,9.60,14.55,8.07,11.14
N06000009,48661,4840,9256,5060,7689,5548,4132,4601,3107,4428,9.95,19.02,10.40,15.80,11.40,8.49,9.46,6.38,9.10
N06000010,42894,3101,6872,2810,4606,9674,3816,3306,4294,4415,7.23,16.02,6.55,10.74,22.55,8.90,7.71,10.01,10.29
N06000011,47887,3807,7638,3343,5632,8276,4647,4564,4650,5330,7.95,15.95,6.98,11.76,17.28,9.70,9.53,9.71,11.13
N06000012,48624,3847,7343,3595,6044,8712,4534,4466,4896,5187,7.91,15.10,7.39,12.43,17.92,9.32,9.18,10.07,10.67
N06000013,41565,4297,7617,4830,7467,3790,3951,4226,2043,3344,10.34,18.33,11.62,17.96,9.12,9.51,10.17,4.92,8.05
N06000014,48258,4347,7728,4549,7458,6434,4330,4528,3739,5145,9.01,16.01,9.43,15.45,13.33,8.97,9.38,7.75,10.66
N06000015,47692,3977,8198,3538,5905,9391,4770,3924,3574,4415,8.34,17.19,7.42,12.38,19.69,10.00,8.23,7.49,9.26
N06000016,41427,3663,6270,3697,7314,6144,4038,3641,2761,3899,8.84,15.14,8.92,17.66,14.83,9.75,8.79,6.66,9.41
N06000017,52770,4182,8020,4346,7023,6825,4771,5212,6424,5967,7.92,15.20,8.24,13.31,12.93,9.04,9.88,12.17,11.31
N06000018,36676,2539,5820,2583,4323,7472,3591,3214,3322,3812,6.92,15.87,7.04,11.79,20.37,9.79,8.76,9.06,10.39
