ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC4301NI0001,Count,PERSONS,"All categories: Tenure, All categories: General Health"
LC4301NI0002,Count,PERSONS,"All categories: Tenure, Very good or good health"
LC4301NI0003,Count,PERSONS,"All categories: Tenure, Fair, bad or very bad health"
LC4301NI0004,Count,PERSONS,"Owner occupied, All categories: General Health"
LC4301NI0005,Count,PERSONS,"Owner occupied, Very good or good health"
LC4301NI0006,Count,PERSONS,"Owner occupied, Fair, bad or very bad health"
LC4301NI0007,Count,PERSONS,"Social rented, All categories: General Health"
LC4301NI0008,Count,PERSONS,"Social rented, Very good or good health"
LC4301NI0009,Count,PERSONS,"Social rented, Fair, bad or very bad health"
LC4301NI0010,Count,PERSONS,"Private rented, All categories: General Health"
LC4301NI0011,Count,PERSONS,"Private rented, Very good or good health"
LC4301NI0012,Count,PERSONS,"Private rented, Fair, bad or very bad health"
